,Song,Tags
1812,A Horse with No Name,"america america,georgemartin heartlandrock,folkrock,beatlesque,albumrock,softrock,mellowgold,classicrock"
1813,Popcorn,"28bigon hotbutt earlysynthpop,moog"
1814,Everybody Plays the Fool,"everybodyplaysthefool:thebestofthemainingredi themainingredi soul,funk,post-disco,motown,classicsoul,southernsoul,quietstorm,disco"
1815,Precious and Few,precious&few:thecompletealbum climax bubblegumpop
1816,I Didnt Get To Sleep At All,"individually&collect the5thdimens motown,sunshinepop,folkrock,softrock,mellowgold,singer-songwriter,bubblegumpop,adultstandard"
1817,Nights In White Satin - Single Version / Mono,"daysoffuturepassed(deluxeversion) themoodyblu heartlandrock,artrock,symphonicrock,countryrock,hardrock,rock,folkrock,britishinvasion,progressiverock,albumrock,softrock,mellowgold,fluterock,singer-songwriter,classicrock"
1818,Go All The Way,"raspberri raspberri beatlesque,janglepop,powerpop"
1819,Too Late To Turn Back Now,thestoryofcorneliusbrothers&sisterros corneliusbrothers&sisterros classicsoul
1820,Back Stabbers,"backstabb ""theojays"" soul,funk,phillysoul,classicsoul,quietstorm,disco"
1821,Down By The Lazy River,"phaseiii theosmond bubblegumpop,adultstandard"
1822,Sunshine,jonathanedward jonathanedward countryrock
1823,Starting All Over Again,"staxchartbusters,vol.1 mel&tim chicagosoul,memphissoul"
1824,Day After Day - Remastered 2010,"straightup(remastered2010/deluxeedition) badfing britishblues,powerpop,countryrock,janglepop,folkrock,beatlesque,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
1825,Rocket Man,"honkychateau eltonjohn glamrock,rock,pianorock,mellowgold"
1826,Rockin Robin,"gottobether michaeljackson soul,r&b"
1827,Beautiful Sunday,rewindthe70s-volume2 danielboon classicukpop
1828,Scorpio,"evolut denniscoffey&thedetroitguitarband bigband,""mansorchestra"""
1829,Morning Has Broken - Remastered 2021,"teaserandthefirecat(remastered2021) yusuf/catsteven folkrock,folk,britishfolk,mellowgold,singer-songwriter,classicrock"
1830,The City of New Orleans,"hoboslullaby(remastered2004) arloguthri countryrock,singer-songwriter,folkrock,folk"
1831,Garden Party,"gardenparti rickynelson,thestonecanyonband doo-wop,rock-and-roll,rockabilly,adultstandard"
1832,I Can See Clearly Now - Edit,"icanseeclearlynow johnnynash bigband,""mansorchestra"""
1833,Burning Love,"elvis(fool) elvispresley rock-and-roll,rockabilli"
1834,Clean up Woman,"ilovethewayyoulov bettywright soul,southernsoul,quietstorm,classicsoul"
1835,Hold Your Head Up,"alltogethernow argent britishblues,countryrock,progressiverock,symphonicrock,southernrock"
1836,Jungle Fever,boogienights/musicfromtheoriginalmotionpictur thechakacha latinfunk
1837,Everything I Own,"babyim-awanty bread singer-songwriter,softrock,folkrock,mellowgold"
1838,In The Rain,"theverybestofthedramat thedramat soul,funk,motown,classicsoul,southernsoul,quietstorm,memphissoul,disco"
1839,Look What You Done for Me,"imstillinlovewithy algreen soul,funk,soulblues,classicsoul,southernsoul,memphissoul"
1840,The Happiest Girl In The Whole U.S.A.,winner donnafargo classiccountrypop
1841,Bang a Gong  - 2003 Remaster,"electricwarriorexpanded&remast t.rex glamrock,rock,protopunk,classicrock"
1842,Mother and Child Reunion,"paulsimon paulsimon rock,folkrock,folk,softrock,mellowgold,singer-songwriter,permanentwave,classicrock"
1843,Where Is the Love,"robertaflack&donnyhathaway robertaflack,donnyhathaway soul,funk,vocaljazz,classicsoul,southernsoul,quietstorm,softrock,adultstandards,neosoul,chicagosoul,disco"
1844,Im Still in Love with You  - Karaoke Version,karaokehits-bestof1972(karaokeversion) hittuneskaraok karaok
1845,Layla,"laylaandotherassortedlovesongs(remastered2010) derek&thedomino britishblues,heartlandrock,bluesrock,electricblues,countryrock,psychedelicrock,hardrock,rock,folkrock,albumrock,mellowgold,singer-songwriter,classicrock"
1846,Day Dreaming,"young,giftedandblack arethafranklin soul,vocaljazz,classicsoul,southernsoul,memphissoul,jazzblu"
1847,The Way Of Love,"gypsys,tramps&thiev cher pop,dancepop"
1848,Black And White,"celebrate:thethreedognightstory,1965–1975 threedognight heartlandrock,countryrock,hardrock,folkrock,albumrock,softrock,mellowgold,classicrock"
1849,Sylvias Mother,"doctorhook dr.hook countryrock,softrock,mellowgold"
1850,Hurting Each Other.,carpentersparatubeb themixerelectronicsound musicaparanino
1851,Coconut,"nilssonschmilsson harrynilsson singer-songwriter,folkrock,folk,classicrock"
1852,Puppy Love,"portraitofdonni donnyosmond movietunes,bubblegumpop"
1853,You Dont Mess Around with Jim,"youdontmessaroundwithjim jimcroc heartlandrock,countryrock,folkrock,folk,softrock,mellowgold,singer-songwriter,classicrock"
1854,Hot Rod Lincoln,lostintheozon commandercodyandhislostplanetairmen countryrock
1855,A Cowboys Work Is Never Done,"cherandsonny&chergreatesthit sonny&ch rock-and-roll,folkrock,folk,rockabilly,softrock,mellowgold,singer-songwriter,bubblegumpop,adultstandard"
1856,Joy,"joy apollo100,tompark bigband,""mansorchestra"""
1857,Anticipation,"anticip carlysimon heartlandrock,folkrock,folk,softrock,mellowgold,singer-songwriter,classicrock"
1858,Never Been To Spain - Single Version,"harmoni threedognight heartlandrock,countryrock,hardrock,folkrock,albumrock,softrock,mellowgold,classicrock"
1859,Kiss an Angel Good Mornin,"singsheartsong charleyprid country,classiccountrypop,countryrock,nashvillesound"
1860,Schools Out,"schoolsout alicecoop protopunk,glammetal,detroitrock,glamrock,hardrock,rock,metal,albumrock,classicrock"
1861,Saturday in the Park - 2002 Remaster,"chicagov(expanded&remastered) chicago rock,yachtrock,albumrock,softrock,mellowgold,classicrock"
1862,Drowning in the Sea of Love,"drowningintheseaoflov joesimon phillysoul,southernsoul"
1863,Use Me,"stillbil billwith soul,funk,quietstorm"
1864,Family Affair - Single Version,"theresariotgoinon sly&thefamilyston pfunk,soul,funk,funkrock,psychedelicsoul,classicsoul,southernsoul"
1865,Troglodyte,itsjustbegun thejimmycastorbunch raregroov
1866,The Witch Queen of New Orleans,"thewitchqueenofneworleans(akamessagefromadrum)expandededit redbon nativeamericancontemporary,nativeamerican"
1867,Freddies Dead,"superfly:deluxe25thanniversaryedit curtismayfield soul,funk,chicagosoul,classicsoul"
1868,Power of Love,"soulforthedancefloor joesimon phillysoul,southernsoul"
1869,Aint Understanding Mellow,"theverybestofjerrybutl jerrybutler,brendaleeeag soul,motown,phillysoul,classicsoul,chicagosoul"
1870,Taxi,"heads&tal harrychapin heartlandrock,countryrock,folkrock,folk,softrock,mellowgold,singer-songwriter,classicrock"
1871,Don’t Say You Don’t Remember,"superhits:originalscepter/wandpop-volume2 beverlybrem bigband,""mansorchestra"""
1872,Sealed with a Kiss,"sealedwithakiss bobbyvinton doo-wop,rock-and-roll,easylistening,rockabilly,adultstandards,bubblegumpop"
1873,I Saw the Light,"something/anything? toddrundgren powerpop,countryrock,phillysoul,zolo,folkrock,softrock,mellowgold,singer-songwriter,artrock"
1874,Motorcycle Mama,"motorcyclemama sailcat bigband,""mansorchestra"""
1875,Day by Day,"godspell(thenewbroadwaycastrecording) annamariaperezdetaglé,godspell(thenewbroadwaycastrecording) bigband,""mansorchestra"""
1876,Roundabout - 2003 Remaster,"fragile(deluxeedition) ye artrock,hardrock,rock,progressiverock,albumrock,softrock,symphonicrock,classicrock"
1877,Doctor My Eyes,"jacksonbrowne(saturatebeforeusing) jacksonbrown heartlandrock,countryrock,folkrock,folk,pianorock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
1878,Id Like to Teach the World to Sing,"goldenyears-1972 thenewseek rock-and-roll,merseybeat,bubblegumpop,classicukpop"
1879,Vincent,"americanpi donmclean heartlandrock,folkrock,folk,softrock,mellowgold,singer-songwriter,classicrock"
1880,Baby Let Me Take You,greatesthit thedetroitemerald rhythmandblu
1881,Speak To The Sky,"begin rickspringfield heartlandrock,newwavepop,glammetal,hardrock,yachtrock,australianrock,albumrock,softrock,mellowgold,newromantic,classicrock"
1882,Id Like to Teach the World to Sing   Originally Performed by The Hillside Singers  {Karaoke Version},"thekaraokechannel-pophitsof1972,vol.1 thekaraokechannel karaok"
1883,Walkin In The Rain With The One I Love,"bestofloveunlimit loveunlimit motown,post-disco,classicsoul,disco"
1884,"Get On The Good Foot, Pt. 1 - Single Version","the50thanniversarycollect jamesbrown soul,funk"
1885,Pop That Thang,"brother,brother,broth theisleybroth soul,funk,motown,classicsoul,quietstorm"
1886,Tie a Yellow Ribbon Round the Ole Oak Tree   Karaoke Version,"karaokehitsfrom1973,vol.6 ameritzcountdownkaraok karaok"
1887,"Bad, Bad Leroy Brown","life&tim jimcroc heartlandrock,countryrock,folkrock,folk,softrock,mellowgold,singer-songwriter,classicrock"
1888,Killing Me Softly With His Song,"killingmesoftli robertaflack soul,vocaljazz,quietstorm,softrock,adultstandards,disco"
1889,Lets Get It On,"letsgetiton(deluxeedition) marvingay soul,motown,classicsoul,quietstorm,northernsoul,neosoul"
1890,My Love,"wingspan paulmccartney,w heartlandrock,rock,folkrock,beatlesque,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
1891,Why Me - Live,"whyme(live) kriskristofferson,alisonkrauss,rebamcentire,ladya,willienelson,jonrandall,larrygatlin,jessialexander,jessicolter,jackingram,buddymiller,martinamcbride,ryanbingham,leeannwomack,jennifernettles,rosannecash,emmylouharris,rodneycrowell,""dierksbentley&thetravelinmccourys"",dariusrucker,jameyjohnson,hankwilliams,jr.,ericchurch,shooterjen country,contemporarycountry,classicoklahomacountry,alternativecountry,outlawcountry,countryrock,countryroad,classictexascountry,melancholia,countrypop,bluegrass,newamericana,classiccountrypop,nashvillesound,lilith,singer-songwriter,countrydawn,reddirt,progressivebluegrass,blackamericana,folk"
1892,Crocodile Rock,"dontshootmeimonlythepianoplay eltonjohn glamrock,rock,pianorock,mellowgold"
1893,Will It Go Round In Circles,"musicismylif billypreston soul,psychedelicsoul,rockkeyboard"
1894,You’re So Vain,"viralalternativehit carlysimon heartlandrock,folkrock,folk,softrock,mellowgold,singer-songwriter,classicrock"
1895,Touch Me In The Morning,"touchmeinthemorn dianaross soul,motown,quietstorm,softrock,adultstandards,disco"
1896,The Night the Lights Went out in Georgia,thenightthelightswentoutingeorgia(deluxeedition) vickilawr bubblegumpop
1897,Playground In My Mind - Single Version,"radiohitsofthe70 clintholm bigband,""mansorchestra"""
1898,Brother Louie,"aboutu stori bigband,""mansorchestra"""
1899,Delta Dawn,"longhardclimb helenreddi mellowgold,bubblegumpop,softrock,adultstandard"
1900,Me and Mrs. Jones,"360degreesofbillypaul(expandededition) billypaul soul,motown,phillysoul,classicsoul,quietstorm,disco"
1901,Frankenstein,"theyonlycomeoutatnight theedgarwintergroup britishblues,heartlandrock,bluesrock,electricblues,countryrock,hardrock,folkrock,albumrock,softrock,mellowgold,classicrock"
1902,Drift Away - Single Version,ultimatecollection:dobiegray dobiegray northernsoul
1903,Little Willy,"rarestudiotrack sweet glamrock,hardrock,albumrock"
1904,You Are The Sunshine Of My Life,"talkingbook steviewond motown,soul"
1905,Half-Breed,"half-bre cher pop,dancepop"
1906,"That Lady, Pts. 1 & 2","3+3 theisleybroth soul,funk,motown,classicsoul,quietstorm"
1907,Pillow Talk,"pillowtalk:thesensuoussoundsofsylvia sylvia bigband,""mansorchestra"""
1908,Were An American Band - Remastered 2002,"wereanamericanband(expandededition/remastered2002) grandfunkrailroad heartlandrock,bluesrock,countryrock,hardrock,rock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
1909,Right Place Wrong Time,"intherightplac dr.john soul,funk,rootsrock,traditionalblues,neworleansblues,modernblues,acousticblues,blues,pianoblues,louisianablues,jazzblu"
1910,Wildflower,skylark(expandededition) skylark italianmet
1911,Superstition - Single Version,"thedefinitivecollect steviewond motown,soul"
1912,Loves Me Like a Rock,"theregoesrhyminsimon paulsimon rock,folkrock,folk,softrock,mellowgold,singer-songwriter,permanentwave,classicrock"
1913,The Morning After - Single Version,bestof/20thcenturi maureenmcgovern bubblegumpop
1914,Rocky Mountain High,"rockymountainhigh johndenv folkrock,folk,classiccountrypop,softrock,mellowgold,singer-songwrit"
1915,Stuck In The Middle With You,stealerswheel stealerswheel folkrock
1916,Shambala - Single Version,"cyan threedognight heartlandrock,countryrock,hardrock,folkrock,albumrock,softrock,mellowgold,classicrock"
1917,Love Train,"backstabb ""theojays"" soul,funk,phillysoul,classicsoul,quietstorm,disco"
1918,"Just A Little More, Baby - Instrumental","thecomplete20thcenturyrecordssingles(1973-1979) barrywhit soul,quietstorm,disco"
1919,"Say, Has Anybody Seen My Sweet Gypsy Rose","popmast tonyorlando&dawn classiccountrypop,softrock,mellowgold,bubblegumpop,adultstandard"
1920,Keep On Truckin,"eddiekendrick eddiekendrick pfunk,soul,funk,motown,classicsoul,quietstorm,disco"
1921,Dannys Song,"dannyssong annemurray canadiancountry,canadianpop,classiccountrypop,softrock,mellowgold,adultstandard"
1922,Dancing in the Moonlight,dancinginthemoonlight kingharvest softrock
1923,Monster Mash,"theoriginalmonstermash bobby""boris""pickett,thecrypt-kick novelty,halloween"
1924,Natural High - Single Version,"theessentials:bloodston bloodston pfunk,soul,funk,post-disco,motown,classicsoul,southernsoul,quietstorm,disco"
1925,Diamond Girl,"diamondgirl sealsandcroft folkrock,yachtrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
1926,Long Train Runnin,"thecaptainandm thedoobiebroth heartlandrock,countryrock,hardrock,rock,folkrock,yachtrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
1927,Give Me Love,"livinginthematerialworld georgeharrison rock,folkrock,beatlesque,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
1928,If You Want Me to Stay,"fresh sly&thefamilyston pfunk,soul,funk,funkrock,psychedelicsoul,classicsoul,southernsoul"
1929,Daddys Home,"jermain jermainejackson quietstorm,disco"
1930,Neither One Of Us,"neitheroneofu gladysknight&thepip soul,funk,motown,classicsoul,quietstorm,disco"
1931,Im Doin Fine Now   Karaoke Backing Track,"karaokehits1973,vol.4 parismus bigband,""mansorchestra"""
1932,Could It Be Im Falling in Love,"spinner thespinn soul,funk,motown,phillysoul,classicsoul,quietstorm,disco"
1933,Daniel,"dontshootmeimonlythepianoplay eltonjohn glamrock,rock,pianorock,mellowgold"
1934,Midnight Train to Georgia,"imagination(expandededition) gladysknight&thepip soul,funk,motown,classicsoul,quietstorm,disco"
1935,Smoke on the Water,"machinehead deeppurpl rock,hardrock,metal,albumrock,classicrock"
1936,"The Cover of ""Rolling Stone""","sloppysecond dr.hook countryrock,softrock,mellowgold"
1937,Behind Closed Doors,"lovesong charlierich country,arkansascountry,nashvillesound"
1938,Your Mama Dont Dance,"thebest:loggins&messinasittininagain loggins&messina heartlandrock,countryrock,folkrock,folk,softrock,mellowgold,classicrock"
1939,Feelin Stronger Every Day - 2002 Remaster,"chicagovi(expanded&remastered) chicago rock,yachtrock,albumrock,softrock,mellowgold,classicrock"
1940,The Cisco Kid,"greatesthit war motown,funk,soul,classicsoul"
1941,Live And Let Die - Main Title,"allthebest paulmccartney,w heartlandrock,rock,folkrock,beatlesque,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
1942,"Oh, Babe What Would You Say",orchestralpop hurricanesmith classicukpop
1943,I Believe In You,"tayloredinsilk johnnietaylor southernsoul,soulblues,memphissoul"
1944,Carpenters Medley: Sing! / Close to You / Weve Only Just Begun / Top of the World / For All We Know,amilliondream thevocalmajoritychoru barbershop
1945,Aint No Woman   Originally Performed by the Four Tops  - Karaoke Version,"karaokehits-bestof1973,vol.3(karaokeversion) hittuneskaraok karaok"
1946,Dueling Banjos,"duelingbanjosfromtheoriginalsoundtrackofdeliveranceandadditionalmus ericweissberg,stevemandel banjo"
1947,Higher Ground,"innervis steviewond motown,soul"
1948,Here I Am,"callm algreen soul,funk,soulblues,classicsoul,southernsoul,memphissoul"
1949,My Maria,"mymaria b.w.stevenson bigband,""mansorchestra"""
1950,Superfly,"superfly(originalsoundtrack) curtismayfield soul,funk,chicagosoul,classicsoul"
1951,Last Song,edwardbear edwardbear classiccanadianrock
1952,Get Down,"imawriter,notafight ""gilbertosullivan"" softrock,adultstandard"
1953,Reelin In The Years,"cantbuyathril steelydan countryrock,rock,folkrock,yachtrock,albumrock,softrock,mellowgold,classicrock"
1954,Hocus Pocus,"thebestoffocus/hocuspocus(inclwc2010versionofhocuspocus) focu symphonicrock,dutchprog,nederpop,progressiverock,fluterock"
1955,Yesterday Once More,theventuresplaythecarpent theventur surfmus
1956,Boogie Woogie Bugle Boy,"thedivinemissm bettemidl newwavepop,softrock,adultstandard"
1957,Clair,"backtofront ""gilbertosullivan"" softrock,adultstandard"
1958,Do It Again,"cantbuyathril steelydan countryrock,rock,folkrock,yachtrock,albumrock,softrock,mellowgold,classicrock"
